nflId,displayName,pos,team,TPOE_rank,TPOE,TOE_rank,TOE,MTPOE_rank,MTPOE,MTOE_rank,MTOE,Average Tackle Rank,Average Missed Tackle Rank,Average Rank,Overall Tackle Rank,Percentile
54622,Zyon McCollum,CB,TB,305,-0.008,268,-0.9,500,0.011,462,1.2,286.50,481.00,383.75,462,
46133,Tyquan Lewis,DE,IND,467,-0.028,463,-5.3,305,-0.004,312,-0.8,465.00,308.50,386.75,463,
46186,Jordan Whitehead,SS,NYJ,254,-0.003,293,-1.4,478,0.007,522,2.9,273.50,500.00,386.75,464,
42441,Steven Nelson,CB,HOU,280,-0.006,337,-2.2,456,0.004,477,1.5,308.50,466.50,387.50,465,13.75464684
38548,Melvin Ingram,OLB,MIA,418,-0.021,424,-4.3,354,-0.002,358,-0.3,421.00,356.00,388.50,466,
54514,Alontae Taylor,CB,NO,245,-0.001,234,-0.1,537,0.025,528,3.4,239.50,532.50,386.00,467,
54573,Perrion Winfrey,DT,CLE,528,-0.046,423,-4.2,261,-0.005,329,-0.5,475.50,295.00,385.25,468,
40017,Tyrann Mathieu,FS,NO,306,-0.009,388,-3.5,432,0.002,445,0.7,347.00,438.50,392.75,469,
44867,Dalvin Tomlinson,DT,MIN,360,-0.013,364,-2.9,423,0.002,419,0.4,362.00,421.00,391.50,470,
41270,Lamarcus Joyner,SS,NYJ,308,-0.009,408,-3.9,430,0.002,435,0.6,358.00,432.50,395.25,471,
44926,Rayshawn Jenkins,SS,JAX,240,-0.001,256,-0.6,524,0.017,537,6.9,248.00,530.50,389.25,472,
46074,Bradley Chubb,OLB,DEN,397,-0.017,445,-4.6,365,-0.001,363,-0.2,421.00,364.00,392.50,473,
43352,Adam Gotsis,DE,JAX,466,-0.028,374,-3.2,368,-0.001,366,-0.2,420.00,367.00,393.50,474,
46775,J.C. Jackson,CB,LAC,440,-0.024,410,-3.9,362,-0.001,361,-0.2,425.00,361.50,393.25,475,
53642,Rachad Wildgoose,CB,WAS,314,-0.009,275,-1.1,505,0.012,480,1.6,294.50,492.50,393.50,476,
52496,Jordan Elliott,DT,CLE,527,-0.046,533,-11.3,272,-0.005,243,-1.3,530.00,257.50,393.75,477,
42031,Denico Autry,DE,TEN,477,-0.03,504,-7.2,314,-0.004,306,-0.9,490.50,310.00,400.25,478,
53513,Chauncey Golston,DE,DAL,536,-0.056,468,-5.5,240,-0.006,322,-0.6,502.00,281.00,391.50,479,
44813,Myles Garrett,DE,CLE,454,-0.026,490,-6.5,337,-0.003,313,-0.8,472.00,325.00,398.50,480,
37841,Mario Addison,DE,HOU,530,-0.048,436,-4.4,291,-0.005,350,-0.4,483.00,320.50,401.75,481,10.78066914
53461,Joe Tryon,OLB,TB,463,-0.027,512,-7.7,321,-0.003,289,-0.9,487.50,305.00,396.25,482,
43441,Matt Ioannidis,DT,CAR,460,-0.027,519,-8.3,338,-0.003,294,-0.9,489.50,316.00,402.75,483,
42361,Marcus Peters,CB,BAL,431,-0.023,507,-7.4,353,-0.002,321,-0.7,469.00,337.00,403.00,484,
44903,John Johnson,FS,CLE,290,-0.007,344,-2.4,479,0.007,504,2.3,317.00,491.50,404.25,485,
47799,Brian Burns,OLB,CAR,322,-0.01,402,-3.8,437,0.003,456,1,362.00,446.50,404.25,486,
53448,Jamin Davis,OLB,WAS,382,-0.015,448,-4.6,393,0.001,398,0.2,415.00,395.50,405.25,487,
47846,Juan Thornhill,FS,KC,422,-0.021,506,-7.3,361,-0.001,333,-0.5,464.00,347.00,405.50,488,
45345,Nicholas Morrow,OLB,CHI,343,-0.012,449,-4.8,401,0.001,432,0.6,396.00,416.50,406.25,489,
46141,Nathan Shepherd,DT,NYJ,412,-0.02,360,-2.7,438,0.003,417,0.4,386.00,427.50,406.75,490,
43387,Justin Simmons,FS,DEN,331,-0.011,329,-2.1,489,0.008,479,1.6,330.00,484.00,407.00,491,
54504,Kyler Gordon,CB,CHI,353,-0.012,460,-5,412,0.002,429,0.6,406.50,420.50,413.50,492,
52472,Jeremy Chinn,FS,CAR,337,-0.011,315,-1.8,511,0.013,491,2,326.00,501.00,413.50,493,
54495,George Karlaftis,DE,KC,399,-0.017,428,-4.3,413,0.002,421,0.4,413.50,417.00,415.25,494,
44873,Josh Jones,FS,SEA,310,-0.009,331,-2.1,510,0.012,515,2.7,320.50,512.50,416.50,495,
46232,Tim Settle,DT,BUF,496,-0.034,455,-4.9,363,-0.001,362,-0.2,475.50,362.50,419.00,496,
53602,Tedarrell Slaton,DT,GB,373,-0.014,323,-1.9,506,0.012,481,1.6,348.00,493.50,420.75,497,
43411,Andrew Billings,DT,LV,453,-0.026,471,-5.6,386,0,384,0,462.00,385.00,423.50,498,
52456,Darrell Taylor,OLB,SEA,519,-0.042,517,-8.1,324,-0.003,325,-0.6,518.00,324.50,421.25,499,
53483,Dayo Odeyingbo,DE,IND,497,-0.035,441,-4.5,374,0,377,0,469.00,375.50,422.25,500,
47900,Austin Bryant,OLB,DET,490,-0.032,366,-2.9,436,0.003,413,0.3,428.00,424.50,426.25,501,
42381,Preston Smith,OLB,GB,342,-0.012,389,-3.5,480,0.007,501,2.2,365.50,490.50,428.00,502,
52424,A.J. Terrell,CB,ATL,347,-0.012,379,-3.3,485,0.008,498,2.2,363.00,491.50,427.25,503,
38551,Chandler Jones,DE,LV,471,-0.029,523,-9,372,-0.001,357,-0.3,497.00,364.50,430.75,504,
46312,Keion Crossen,CB,MIA,419,-0.021,326,-2,512,0.013,467,1.3,372.50,489.50,431.00,505,
46137,Justin Reid,SS,KC,362,-0.013,446,-4.6,453,0.004,475,1.5,404.00,464.00,434.00,506,
46771,Abdullah Anderson,DE,ATL,439,-0.024,369,-3,476,0.007,447,0.8,404.00,461.50,432.75,507,
38592,Casey Hayward,CB,ATL,443,-0.025,484,-6.3,407,0.001,411,0.3,463.50,409.00,436.25,508,
42433,Carl Davis,NT,NE,531,-0.048,452,-4.8,388,0,386,0,491.50,387.00,439.25,509,
43358,Yannick Ngakoue,DE,IND,507,-0.039,531,-11.1,367,-0.001,343,-0.4,519.00,355.00,437.00,510,
42901,Dean Marlowe,SS,ATL,514,-0.041,420,-4.2,426,0.002,396,0.2,467.00,411.00,439.00,511,
53547,Chris Rumph,OLB,LAC,523,-0.043,438,-4.4,415,0.002,395,0.2,480.50,405.00,442.75,512,
42406,Frank Clark,DE,KC,433,-0.023,462,-5.1,444,0.003,444,0.7,447.50,444.00,445.75,513,
53601,Deommodore Lenoir,CB,SF,469,-0.028,487,-6.4,414,0.002,408,0.3,478.00,411.00,444.50,514,
42331,Efe Obada,DE,WAS,452,-0.026,404,-3.8,481,0.007,460,1.1,428.00,470.50,449.25,515,
43409,David Onyemata,DT,NO,508,-0.039,526,-9.5,387,0,385,0,517.00,386.00,451.50,516,
52498,Jonathan Greenard,DE,HOU,479,-0.03,380,-3.3,483,0.008,450,0.9,429.50,466.50,448.00,517,4.089219331
53501,Alim McNeill,NT,DET,526,-0.045,537,-12.7,359,-0.001,371,-0.1,531.50,365.00,448.25,518,
46255,Jake Martin,DE,NYJ,500,-0.036,390,-3.5,477,0.007,438,0.7,445.00,457.50,451.25,519,
52663,Tae Crowder,ILB,NYG,367,-0.013,397,-3.6,527,0.018,534,4.9,382.00,530.50,456.25,520,
42395,Jordan Phillips,DE,BUF,432,-0.023,363,-2.8,530,0.018,496,2.1,397.50,513.00,455.25,521,
47811,Jerry Tillery,DT,LAC,522,-0.043,478,-6,419,0.002,410,0.3,500.00,414.50,457.25,522,
44880,Dawuane Smoot,DE,JAX,518,-0.042,466,-5.5,441,0.003,418,0.4,492.00,429.50,460.75,523,
54568,Leo Chenal,OLB,KC,495,-0.033,387,-3.4,504,0.012,463,1.3,441.00,483.50,462.25,524,
41257,Bradley Roby,CB,NO,400,-0.018,431,-4.4,501,0.011,516,2.7,415.50,508.50,462.00,525,
44929,Carl Lawson,DE,NYJ,475,-0.029,505,-7.2,439,0.003,448,0.8,490.00,443.50,466.75,526,
43299,Eli Apple,CB,CIN,512,-0.04,534,-11.8,425,0.002,426,0.5,523.00,425.50,474.25,527,
48026,Nick Scott,SS,LA,404,-0.019,492,-6.6,486,0.008,512,2.6,448.00,499.00,473.50,528,
53611,Adetokunbo Ogundeji,OLB,ATL,424,-0.021,427,-4.3,526,0.018,529,3.7,425.50,527.50,476.50,529,
46456,Darious Williams,CB,JAX,430,-0.022,495,-6.7,488,0.008,508,2.5,462.50,498.00,480.25,530,
53447,Jaelan Phillips,OLB,MIA,415,-0.02,483,-6.2,508,0.012,530,3.9,449.00,519.00,484.00,531,
53564,Rashad Weaver,OLB,TEN,504,-0.036,513,-7.7,471,0.007,472,1.5,508.50,471.50,490.00,532,
47804,Darnell Savage,SS,GB,447,-0.025,528,-9.6,487,0.008,525,3.1,487.50,506.00,496.75,533,
44825,Haason Reddick,OLB,PHI,482,-0.031,508,-7.4,533,0.019,531,4.4,495.00,532.00,513.50,534,
35470,Jerry Hughes,DE,HOU,521,-0.043,527,-9.6,502,0.011,509,2.5,524.00,505.50,514.75,535,0.7434944238
54540,Christian Harris,ILB,HOU,533,-0.05,480,-6.1,536,0.023,517,2.8,506.50,526.50,516.50,536,0.5576208178
52547,Amik Robertson,CB,LV,520,-0.042,520,-8.3,516,0.015,520,2.9,520.00,518.00,519.00,537,
52462,A.J. Epenesa,DE,BUF,538,-0.063,511,-7.5,535,0.021,507,2.5,524.50,521.00,522.75,538,
